site,lat,lon,climate_start_year,climate_year_dur,pop,birth_rate,prev0,nSims,simulation_start_year,simulation_years,demographics_filepath,NMF_filepath,CM_filepath,SMC_filepath,ITN_filepath,ITN_age_filepath,ITN_season_filepath,vector_filepath,prevalence_comparison,prevalence_comparison_reference,prevalence_comparison_frequency,prevalence_comparison_diagnostic,prevalence_comparison_agebin,incidence_comparison,incidence_comparison_reference,incidence_comparison_frequency,incidence_comparison_agebin,climate_filepath
Nouna,12.9241613,-3.88082229,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Orodara,11.07401652,-5.047381959,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Ouahigouya,13.54415724,-2.406237508,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Ouargaye,11.41486718,0.201645496,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Pama,11.43192052,0.884925252,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Po,11.20393478,-1.20558427,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Pouytenga,12.37409231,-0.372096829,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Reo,12.51899383,-2.547840627,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Sabou,12.06201511,-2.229162085,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Sapone,12.01751243,-1.706550837,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Sapouy,11.63459616,-1.889042804,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Sebba,13.40427594,0.600736919,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Seguenega,13.29658722,-1.960697661,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Sig-Nonghin,12.52259437,-1.608229362,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Sindou,10.61735913,-5.266808248,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Solenzo,12.25402247,-4.171100238,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Tenado,12.01288293,-2.656690006,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Tenkodogo,11.70509832,-0.343155576,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Thiou,13.83880255,-2.62647778,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Titao,13.93735676,-2.169408609,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Toma,12.69649733,-3.024324543,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Tougan,13.24945331,-3.016009728,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Tougouri,13.44860164,-0.520730739,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Yako,12.90050885,-2.169157739,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Zabre,11.18166791,-0.582343511,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Ziniare,12.63935039,-1.307179344,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
Zorgho,12.2526366,-0.77384601,2010,10,1000,38,0.2,1,2000,20,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_demographics.wVaxSMC.json,nonmalarial_fevers/nmf_rates_generic.csv,cm/Nanoro_case_management.csv,smc/SMC.csv,itn/Nanoro_ITN.csv,itn/ITN_age.csv,itn/ITN_season.csv,vectors/vectors.csv,True,pcr_prevalence.csv,monthly,PCR,100,True,routine_incidence_by_district.csv,monthly,100,/gpfs/projects/b1139/malaria-bf-hbhi/IO/simulation_inputs/DS_inputs_files/Banfora_climate_2020_one_year
